"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20503835","1410653.JHVC01000009_gene2760",7.02e-90,270,"2BYNH@1|root,3056W@2|Bacteria,1V49H@1239|Firmicutes,24IX2@186801|Clostridia,36FZG@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503836","1487921.DP68_08220",1.65e-40,139,"2E0N0@1|root,30H12@2|Bacteria,1UGZ5@1239|Firmicutes,24SHE@186801|Clostridia,36VEA@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503838","411467.BACCAP_01353",4.7e-10,55.8,"2ETHP@1|root,33M1J@2|Bacteria,1VNXC@1239|Firmicutes,24V8B@186801|Clostridia,269W1@186813|unclassified Clostridiales","186801|Clostridia","S","Ribbon-helix-helix domain","-","-","-","-","-","-","-","-","-","-","-","-","RHH_3","GCF_000007625.1"
"20503839","1219049.SP5_034_00970",6.06e-08,54.7,"COG1396@1|root,COG1396@2|Bacteria,1QV8H@1224|Proteobacteria,2TY0I@28211|Alphaproteobacteria,2K8I9@204457|Sphingomonadales","204457|Sphingomonadales","K","Helix-turn-helix XRE-family like proteins","-","-","-","-","-","-","-","-","-","-","-","-","HTH_3","GCF_000007625.1"
"20503841","1567010.A0A0A7RUA5_9VIRU",1.24e-160,449,"4QAY4@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503842","1230342.CTM_01529",1.62e-34,120,"2EM3I@1|root,33ET1@2|Bacteria,1VI7I@1239|Firmicutes,24SU0@186801|Clostridia,36NDU@31979|Clostridiaceae","186801|Clostridia","S","Phage holin family Hol44, in holin superfamily V","-","-","-","-","-","-","-","-","-","-","-","-","Phage_holin_5_2","GCF_000007625.1"
"20503843","1540257.JQMW01000009_gene3388",6.56e-39,130,"2ED46@1|root,3370Y@2|Bacteria,1VI7G@1239|Firmicutes,24R3E@186801|Clostridia,36MYT@31979|Clostridiaceae","186801|Clostridia","S","Haemolysin XhlA","-","-","-","-","-","-","-","-","-","-","-","-","XhlA","GCF_000007625.1"
"20503846","1121859.KB890750_gene606",0.000127,48.1,"COG1752@1|root,COG1752@2|Bacteria,4NF97@976|Bacteroidetes,47KND@768503|Cytophagia","976|Bacteroidetes","S","Esterase of the alpha-beta hydrolase superfamily","-","-","-","-","-","-","-","-","-","-","-","-","Patatin","GCF_000007625.1"
"20503847","1196322.A370_04914",0.000546,43.5,"COG3778@1|root,COG3778@2|Bacteria,1V8U1@1239|Firmicutes,25DQ7@186801|Clostridia,36EFB@31979|Clostridiaceae","186801|Clostridia","S","Uncharacterised protein conserved in bacteria (DUF2313)","-","-","-","-","-","-","-","-","-","-","-","-","DUF2313","GCF_000007625.1"
"20503849","1567010.A0A0A7RU81_9VIRU",1.4e-114,338,"4QB4T@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503850","1410653.JHVC01000006_gene199",2.19e-121,361,"COG3299@1|root,COG3299@2|Bacteria,1TQZU@1239|Firmicutes,249WP@186801|Clostridia,36FT3@31979|Clostridiaceae","186801|Clostridia","S","Baseplate J-like protein","-","-","-","-","-","-","-","-","-","-","-","-","Baseplate_J","GCF_000007625.1"
"20503851","1294142.CINTURNW_0304",9.44e-05,43.9,"2EM3B@1|root,33ESU@2|Bacteria,1VPAX@1239|Firmicutes,24S9P@186801|Clostridia,36M80@31979|Clostridiaceae","186801|Clostridia","S","Protein of unknown function (DUF2577)","-","-","-","-","-","-","-","-","-","-","-","-","DUF2577","GCF_000007625.1"
"20503852","1211817.CCAT010000008_gene953",9.17e-119,352,"COG0791@1|root,COG0791@2|Bacteria,1V42E@1239|Firmicutes,24FF0@186801|Clostridia,36F81@31979|Clostridiaceae","186801|Clostridia","M","NLP P60 protein","-","-","-","-","-","-","-","-","-","-","-","-","Glucosaminidase,NLPC_P60","GCF_000007625.1"
"20503853","1567013.A0A0A7RTT3_9CAUD",1.15e-90,266,"4QSTQ@28883|Caudovirales","28883|Caudovirales","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503854","190478.Q8SBP1_9CAUD",3.48e-117,386,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae","10699|Siphoviridae","S","peptidoglycan catabolic process","-","GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503856","1211817.CCAT010000008_gene949",3.72e-47,156,"2ECG1@1|root,336EB@2|Bacteria,1VF5A@1239|Firmicutes,24G0K@186801|Clostridia,36IAC@31979|Clostridiaceae","186801|Clostridia","S","Phage XkdN-like tail assembly chaperone protein, TAC","-","-","-","-","-","-","-","-","-","-","-","-","Phage_TAC_5","GCF_000007625.1"
"20503858","1211817.CCAT010000008_gene948",1.42e-63,197,"2BPYU@1|root,32VR3@2|Bacteria,1VCPF@1239|Firmicutes,25DM6@186801|Clostridia,36UCW@31979|Clostridiaceae","186801|Clostridia","S","Phage tail tube protein","-","-","-","-","-","-","-","-","-","-","-","-","DUF2001","GCF_000007625.1"
"20503859","1211817.CCAT010000008_gene947",2.05e-171,488,"28ISD@1|root,2Z8RJ@2|Bacteria,1TQJ7@1239|Firmicutes,2499A@186801|Clostridia,36FFR@31979|Clostridiaceae","186801|Clostridia","S","Phage tail sheath C-terminal domain","-","-","-","-","-","-","-","-","-","-","-","-","Phage_sheath_1,Phage_sheath_1C","GCF_000007625.1"
"20503860","646529.Desaci_1306",2.26e-20,88.6,"2ESHF@1|root,33K26@2|Bacteria,1VKNK@1239|Firmicutes,24W0C@186801|Clostridia","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503862","1211817.CCAT010000008_gene945",2.35e-24,98.2,"2DQBP@1|root,335UA@2|Bacteria,1VH0P@1239|Firmicutes,24QPM@186801|Clostridia","186801|Clostridia","S","Bacteriophage HK97-gp10, putative tail-component","-","-","-","-","-","-","-","-","-","-","-","-","HK97-gp10_like","GCF_000007625.1"
"20503863","646529.Desaci_1304",6.02e-13,67.4,"COG5614@1|root,COG5614@2|Bacteria,1VFPX@1239|Firmicutes,25DJF@186801|Clostridia,266CJ@186807|Peptococcaceae","186801|Clostridia","S","TIGRFAM phage head-tail adaptor","-","-","-","-","-","-","-","-","-","-","-","-","Phage_H_T_join","GCF_000007625.1"
"20503864","1567013.A0A0A7S0C9_9CAUD",3.6e-56,175,"4QPS7@28883|Caudovirales,4QKNA@10699|Siphoviridae","10699|Siphoviridae","S","Phage gp6-like head-tail connector protein","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503865","1567010.A0A0A7RWE1_9VIRU",3.14e-254,698,"4QAK6@10239|Viruses","10239|Viruses","S","N-acetylmuramoyl-L-alanine amidase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503866","1567010.A0A0A7S0Y0_9VIRU",1.18e-155,437,"4QBNM@10239|Viruses","10239|Viruses","S","serine-type endopeptidase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503867","1567010.A0A0A7RU58_9VIRU",1.87e-256,705,"4QAYV@10239|Viruses","10239|Viruses","S","Phage portal protein","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503868","1567010.A0A0A7RU73_9VIRU",0,1005,"4QBV3@10239|Viruses","10239|Viruses","S","Phage Terminase","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503869","1567010.A0A0A7RUA4_9VIRU",5.04e-94,275,"4QBS6@10239|Viruses","10239|Viruses","S","Phage terminase, small subunit","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503870","608506.COB47_2300",3.21e-29,104,"COG1724@1|root,COG1724@2|Bacteria,1VKIY@1239|Firmicutes,24UGP@186801|Clostridia","186801|Clostridia","N","periplasmic or secreted lipoprotein","-","-","-","-","-","-","-","-","-","-","-","-","HicA_toxin","GCF_000007625.1"
"20503871","1567010.A0A0A7RU53_9VIRU",2.55e-61,189,"4QF0X@10239|Viruses","10239|Viruses","S","Pfam:HicB_lk_antitox","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503874","1031288.AXAA01000059_gene1754",2.63e-44,151,"2DVPZ@1|root,33WQG@2|Bacteria,1VWGY@1239|Firmicutes,24M4C@186801|Clostridia,36KAD@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503876","1567011.A0A0A7RWK2_9VIRU",1.56e-81,242,"4QAXV@10239|Viruses","10239|Viruses","S","YopX protein","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503877","536232.CLM_2554",5.03e-30,111,"COG1403@1|root,COG1403@2|Bacteria,1UQBR@1239|Firmicutes,24TD3@186801|Clostridia,36NJQ@31979|Clostridiaceae","186801|Clostridia","V","HNH endonuclease","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503878","1567010.A0A0A7S0W4_9VIRU",1.33e-167,468,"4QHPQ@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503879","1567010.A0A0A7RU42_9VIRU",3.85e-81,241,"4QAUE@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503880","1567010.A0A0A7RU90_9VIRU",5.31e-85,251,"4QAQV@10239|Viruses","10239|Viruses","S","protein disulfide oxidoreductase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503882","1567010.A0A0A7S0V8_9VIRU",9.32e-182,509,"4QAX8@10239|Viruses","10239|Viruses","S","calcium ion binding","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503884","1567010.A0A0A7RU54_9VIRU",6.37e-190,527,"4QBHS@10239|Viruses","10239|Viruses","S","DNA metabolic process","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503885","1443125.Z962_05755",2.13e-87,267,"COG5377@1|root,COG5377@2|Bacteria,1TS2Y@1239|Firmicutes,249SB@186801|Clostridia,36IYR@31979|Clostridiaceae","186801|Clostridia","L","YqaJ-like viral recombinase domain","-","-","-","-","-","-","-","-","-","-","-","-","YqaJ","GCF_000007625.1"
"20503887","1567010.A0A0A7S0V3_9VIRU",1.34e-60,186,"4QGFK@10239|Viruses","10239|Viruses","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503891","272562.CA_C1945",2.03e-92,279,"COG3561@1|root,COG3561@2|Bacteria,1TTJM@1239|Firmicutes,24U3S@186801|Clostridia","186801|Clostridia","K","AntA/AntB antirepressor","-","-","-","ko:K07741","-","-","-","-","ko00000","-","-","-","AntA","GCF_000007625.1"
"20503893","1347392.CCEZ01000060_gene3300",6.95e-32,112,"2FKBE@1|root,34BYX@2|Bacteria,1VYM3@1239|Firmicutes","1239|Firmicutes","K","Helix-turn-helix XRE-family like proteins","-","-","-","-","-","-","-","-","-","-","-","-","HTH_3","GCF_000007625.1"
"20503894","1567013.A0A0A7RTK4_9CAUD",7.07e-70,211,"4QKM5@10699|Siphoviridae","10699|Siphoviridae","S","sequence-specific DNA binding","-","GO:0001047,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010944,GO:0016032,GO:0019012,GO:0019042,GO:0019044,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042802,GO:0043900,GO:0043902,GO:0043903,GO:0044212,GO:0044403,GO:0044419,GO:0045892,GO:0045934,GO:0046782,GO:0048518,GO:0048519,GO:0048523,GO:0048524,GO:0050434,GO:0050789,GO:0050792,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503895","1567010.A0A0A7RU76_9VIRU",0,969,"4QBIH@10239|Viruses","10239|Viruses","S","recombinase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503896","592027.CLG_B0695",3e-98,300,"COG0328@1|root,COG3341@1|root,COG0328@2|Bacteria,COG3341@2|Bacteria,1V442@1239|Firmicutes,24HSE@186801|Clostridia,36GMV@31979|Clostridiaceae","186801|Clostridia","L","Caulimovirus viroplasmin","rnhA","-","3.1.26.4","ko:K03469,ko:K06993","ko03030,map03030","-","-","-","ko00000,ko00001,ko01000,ko03032","-","-","-","Cauli_VI,RNase_H","GCF_000007625.1"
"20503897","1230342.CTM_00580",5.64e-266,739,"COG0249@1|root,COG0249@2|Bacteria,1TPJP@1239|Firmicutes,247IW@186801|Clostridia,36FID@31979|Clostridiaceae","186801|Clostridia","L","MutS domain","mutS2","-","-","-","-","-","-","-","-","-","-","-","MutS_III,MutS_V","GCF_000007625.1"
"20503898","1410653.JHVC01000003_gene3921",1.36e-133,404,"COG5002@1|root,COG5002@2|Bacteria,1UM03@1239|Firmicutes,24F2S@186801|Clostridia,36UJN@31979|Clostridiaceae","186801|Clostridia","T","Histidine kinase","-","-","-","-","-","-","-","-","-","-","-","-","HATPase_c,HisKA","GCF_000007625.1"
"20503899","536227.CcarbDRAFT_5162",1.09e-131,378,"COG0745@1|root,COG0745@2|Bacteria,1TP9M@1239|Firmicutes,247TK@186801|Clostridia,36DZG@31979|Clostridiaceae","186801|Clostridia","T","response regulator, receiver","-","-","-","-","-","-","-","-","-","-","-","-","Response_reg,Trans_reg_C","GCF_000007625.1"
"20503900","1321778.HMPREF1982_03071",2.12e-79,241,"COG5492@1|root,COG5492@2|Bacteria,1VX65@1239|Firmicutes,24K3U@186801|Clostridia","186801|Clostridia","N","domain, Protein","-","-","-","ko:K11059","-","-","-","-","ko00000,ko02042","-","-","-","-","GCF_000007625.1"
"20503901","1391647.AVSV01000002_gene1308",4.74e-155,448,"COG1472@1|root,COG1472@2|Bacteria,1TP63@1239|Firmicutes,24YIP@186801|Clostridia,36W7H@31979|Clostridiaceae","186801|Clostridia","G","hydrolase, family 3","-","-","3.2.1.52","ko:K01207","ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501","M00628","R00022,R05963,R07809,R07810,R10831","RC00049","ko00000,ko00001,ko00002,ko01000","-","-","-","Glyco_hydro_3","GCF_000007625.1"
"20503902","1128398.Curi_c04200",8.35e-25,100,"COG1246@1|root,COG1246@2|Bacteria,1TRN6@1239|Firmicutes,2484V@186801|Clostridia,267TS@186813|unclassified Clostridiales","186801|Clostridia","E","YoaP-like","yoaP","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1,YoaP","GCF_000007625.1"
"20503903","1347392.CCEZ01000013_gene2611",3.44e-198,559,"COG0025@1|root,COG0025@2|Bacteria,1UHUI@1239|Firmicutes,25E2Y@186801|Clostridia,36UH5@31979|Clostridiaceae","186801|Clostridia","P","Sodium/hydrogen exchanger family","-","-","-","-","-","-","-","-","-","-","-","-","Na_H_Exchanger","GCF_000007625.1"
"20503904","1540257.JQMW01000013_gene785",1.86e-41,140,"2EMBR@1|root,33F0Q@2|Bacteria,1VPIQ@1239|Firmicutes,24U4S@186801|Clostridia,36NQD@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503905","1262449.CP6013_2581",4.78e-32,114,"2DM1P@1|root,31BSW@2|Bacteria,1V7MN@1239|Firmicutes,24MUZ@186801|Clostridia,36M05@31979|Clostridiaceae","186801|Clostridia","S","YmaF family","-","-","-","-","-","-","-","-","-","-","-","-","YmaF","GCF_000007625.1"
"20503906","536227.CcarbDRAFT_1101",9.19e-122,356,"COG1237@1|root,COG1237@2|Bacteria,1UWI6@1239|Firmicutes,247K3@186801|Clostridia,36H5I@31979|Clostridiaceae","186801|Clostridia","S","hmm pf00753","-","-","2.5.1.105","ko:K06897","ko00790,map00790","-","R10339","RC00121","ko00000,ko00001,ko01000","-","-","-","Lactamase_B","GCF_000007625.1"
"20503907","1033737.CAEV01000044_gene1485",4.99e-90,265,"COG4766@1|root,COG4766@2|Bacteria,1V1X3@1239|Firmicutes,25DER@186801|Clostridia,36I1S@31979|Clostridiaceae","186801|Clostridia","E","Ethanolamine utilisation protein EutQ","-","-","-","ko:K04030","-","-","-","-","ko00000","-","-","-","EutQ","GCF_000007625.1"
"20503908","1499689.CCNN01000004_gene176",2.39e-212,592,"COG3192@1|root,COG3192@2|Bacteria,1TNZF@1239|Firmicutes,2483P@186801|Clostridia,36E6Z@31979|Clostridiaceae","186801|Clostridia","E","ethanolamine utilization protein","eutH","-","-","ko:K04023","-","-","-","-","ko00000","-","-","-","EutH","GCF_000007625.1"
"20503909","1211817.CCAT010000068_gene1332",2.27e-87,261,"COG4577@1|root,COG4577@2|Bacteria,1UKDS@1239|Firmicutes,24IS5@186801|Clostridia,36DFM@31979|Clostridiaceae","186801|Clostridia","CQ","Microcompartments protein","-","-","-","-","-","-","-","-","-","-","-","-","BMC","GCF_000007625.1"
"20503910","1499689.CCNN01000004_gene174",1.39e-45,148,"COG4576@1|root,COG4576@2|Bacteria,1VEI4@1239|Firmicutes,24QJA@186801|Clostridia,36N12@31979|Clostridiaceae","186801|Clostridia","CQ","Ethanolamine utilization protein EutN carboxysome structural protein Ccml","-","-","-","ko:K04028","-","-","-","-","ko00000","-","-","-","EutN_CcmL","GCF_000007625.1"
"20503911","1499689.CCNN01000004_gene173",2.45e-86,263,"2E7RK@1|root,3326X@2|Bacteria,1VEHH@1239|Firmicutes,24JHV@186801|Clostridia,36MBY@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503912","1499689.CCNN01000004_gene172",7.89e-169,475,"COG4820@1|root,COG4820@2|Bacteria,1TQVV@1239|Firmicutes,249HD@186801|Clostridia,36E4Y@31979|Clostridiaceae","186801|Clostridia","E","Ethanolamine utilization protein EutJ","-","-","-","ko:K04024","-","-","-","-","ko00000","-","-","-","MreB_Mbl,PilM_2","GCF_000007625.1"
"20503913","37659.JNLN01000001_gene466",3.98e-111,323,"COG4869@1|root,COG4869@2|Bacteria,1V242@1239|Firmicutes,24816@186801|Clostridia,36H1B@31979|Clostridiaceae","186801|Clostridia","Q","Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate","pduL","-","-","-","-","-","-","-","-","-","-","-","PTAC","GCF_000007625.1"
"20503914","1499689.CCNN01000004_gene170",4.43e-139,398,"COG4812@1|root,COG4812@2|Bacteria,1V18U@1239|Firmicutes,24D11@186801|Clostridia,36H7A@31979|Clostridiaceae","186801|Clostridia","E","Cobalamin adenosyltransferase","eutT","-","2.5.1.17","ko:K04032","ko00860,ko01100,map00860,map01100","-","R01492","RC00533","ko00000,ko00001,ko01000","-","-","-","Cob_adeno_trans","GCF_000007625.1"
"20503915","37659.JNLN01000001_gene468",7.48e-50,159,"COG4577@1|root,COG4577@2|Bacteria,1VA0E@1239|Firmicutes,24N43@186801|Clostridia,36JRW@31979|Clostridiaceae","186801|Clostridia","CQ","PFAM microcompartments protein","-","-","-","ko:K04027","-","-","-","-","ko00000","-","-","-","BMC","GCF_000007625.1"
"20503916","1211817.CCAT010000068_gene1339",5.02e-292,804,"COG1012@1|root,COG1012@2|Bacteria,1UHQT@1239|Firmicutes,25E5E@186801|Clostridia","186801|Clostridia","C","acetaldehyde dehydrogenase (acetylating)","-","-","-","-","-","-","-","-","-","-","-","-","Aldedh","GCF_000007625.1"
"20503917","1499689.CCNN01000004_gene167",2.36e-56,184,"COG4577@1|root,COG4577@2|Bacteria,1VCS9@1239|Firmicutes,24HXD@186801|Clostridia,36NAK@31979|Clostridiaceae","186801|Clostridia","CQ","BMC","-","-","-","-","-","-","-","-","-","-","-","-","BMC","GCF_000007625.1"
"20503918","1499689.CCNN01000004_gene166",2.65e-139,395,"COG4816@1|root,COG4816@2|Bacteria,1TPAQ@1239|Firmicutes,248W6@186801|Clostridia,36EVV@31979|Clostridiaceae","186801|Clostridia","E","ethanolamine utilization protein","eutL","-","-","ko:K04026","-","-","-","-","ko00000","-","-","-","BMC","GCF_000007625.1"
"20503919","1499689.CCNN01000004_gene165",5.73e-174,489,"COG4302@1|root,COG4302@2|Bacteria,1TSZM@1239|Firmicutes,24A5Y@186801|Clostridia,36EE9@31979|Clostridiaceae","186801|Clostridia","E","Belongs to the EutC family","eutC","-","4.3.1.7","ko:K03736","ko00564,ko01100,map00564,map01100","-","R00749","RC00370","ko00000,ko00001,ko01000","-","-","-","EutC","GCF_000007625.1"
"20503920","37659.JNLN01000001_gene473",7.95e-226,628,"COG4303@1|root,COG4303@2|Bacteria,1TP15@1239|Firmicutes,248P5@186801|Clostridia,36FF6@31979|Clostridiaceae","186801|Clostridia","E","PFAM Ethanolamine ammonia lyase large subunit","eutB","-","4.3.1.7","ko:K03735","ko00564,ko01100,map00564,map01100","-","R00749","RC00370","ko00000,ko00001,ko01000","-","-","-","EutB","GCF_000007625.1"
"20503921","1211817.CCAT010000068_gene1344",7.86e-294,808,"COG4819@1|root,COG4819@2|Bacteria,1TQ6T@1239|Firmicutes,24BB7@186801|Clostridia,36ETS@31979|Clostridiaceae","186801|Clostridia","E","ethanolamine","eutA","-","-","ko:K04019","ko00564,ko01100,map00564,map01100","-","R00749","RC00370","ko00000,ko00001","-","-","-","EutA","GCF_000007625.1"
"20503922","1499689.CCNN01000004_gene162",2.09e-265,735,"COG3920@1|root,COG3920@2|Bacteria,1TRK3@1239|Firmicutes,248MJ@186801|Clostridia,36FBD@31979|Clostridiaceae","186801|Clostridia","T","Histidine kinase","pdtaS","-","2.7.13.3","ko:K00936","-","M00839","-","-","ko00000,ko00002,ko01000,ko01001,ko02022","-","-","-","HATPase_c,HATPase_c_2,H_kinase_N,HisKA_2","GCF_000007625.1"
"20503923","1211817.CCAT010000068_gene1346",6.33e-100,293,"COG3707@1|root,COG3707@2|Bacteria,1U6TA@1239|Firmicutes,24G9P@186801|Clostridia,36EU9@31979|Clostridiaceae","186801|Clostridia","T","ANTAR","-","-","-","ko:K22010","-","M00839","-","-","ko00000,ko00002,ko02022","-","-","-","ANTAR,Response_reg","GCF_000007625.1"
"20503924","1499689.CCNN01000004_gene160",3.49e-73,222,"COG4917@1|root,COG4917@2|Bacteria,1VAYC@1239|Firmicutes,24HGZ@186801|Clostridia,36JFF@31979|Clostridiaceae","186801|Clostridia","E","ethanolamine utilization protein EutP","eutP","-","-","ko:K04029","-","-","-","-","ko00000","-","-","-","PduV-EutP","GCF_000007625.1"
